Locus	GCF_001999065	GCF_002214105	GCF_016775745	GCF_018735785	GCF_002214005	GCF_014843335	GCF_003999665	GCF_003390475	GCF_014304775	GCF_001483405	GCF_002213965	GCF_001483425	GCF_018968745	GCF_010442835	GCF_002043045	GCF_001027125	GCF_018336735	GCF_013122235	GCF_002848485	GCF_004771195	GCF_000307065	GCF_002105635	GCF_009730635	GCF_000513595	GCF_000306985	GCF_900231485	GCF_000568475	GCF_013177375	GCF_018336775	GCF_018336655	GCF_002213785	GCF_001047715	GCF_000306905	GCF_900637785	GCF_000307005	GCF_001596775	GCF_001454925	GCF_013177415	GCF_001027065	GCF_000307045	GCF_002213985	GCF_001551855	GCF_000026705	GCF_015583955	GCF_001548635	GCF_002848505	GCF_001454865	GCF_001005985	GCF_008807975	GCF_001188655	GCF_900637775	GCF_018966805	GCF_001998985	GCF_018336755	GCF_002213565	GCF_008807875	GCF_002213585	GCF_003043895	GCF_001952755	GCF_001027085	GCF_008807935	GCF_014983945	GCF_002213765	GCF_018336695	GCF_004101665	GCF_003031955	GCF_002843525	GCF_900275645	GCF_000438645	GCF_003144075	GCF_000258905	GCF_014304695	GCF_018336715	GCF_006364035	GCF_000168595	GCF_002285835	GCF_001889645	GCF_009648595	GCF_002213885	GCF_003812545	GCF_018604305	GCF_018604265	GCF_002831485	GCF_001454845	GCF_004763665	GCF_002213645	GCF_018336675	GCF_003433415	GCF_002116675	GCF_003409075	GCF_001454885	GCF_000195395	GCF_000438725	GCF_018336635	GCF_016802645	GCF_000577745	GCF_001999105	GCF_001999025	GCF_009664755	GCF_000746625	GCF_014843315	GCF_016728025	GCF_000513635	GCF_002214085	GCF_000582845	GCF_002214065	GCF_016775765	GCF_001998945	GCF_002213685	GCF_013389395	GCF_905219375	GCF_000950775	GCF_001548585	GCF_016767835	GCF_002213545	GCF_009648655	GCF_900187225	GCF_018604205	GCF_003032055	GCF_016757715	GCF_002105675	GCF_000438745	GCF_905219385	GCF_002213945	GCF_000307615	GCF_003900515	GCF_001513695	GCF_003030405	GCF_009866905	GCF_002213865	GCF_014987905	GCF_002213805	GCF_009648695	GCF_002214125	GCF_004771175	GCF_002213505	GCF_002557815	GCF_004142705	GCF_018966765	GCF_001188045	GCF_001999005	GCF_008807955	GCF_003031935	GCF_002101275	GCF_001913195	GCF_001999165	GCF_014843295	GCF_016775725	GCF_001999085	GCF_018604325	GCF_002220325	GCF_002105615	GCF_002105715	GCF_009648635	GCF_000513675	GCF_002105655	GCF_002213845	GCF_000613085	GCF_000513695	GCF_001889585	GCF_000022925	GCF_000513615	GCF_000195435	GCF_002214145	GCF_000438625	GCF_000209755	GCF_014304675	GCF_000568935	GCF_000808055	GCF_000168635	GCF_019332005	GCF_000318055	GCF_001999145	GCF_001027245	GCF_900231475	GCF_002848425	GCF_009664735	GCF_000093125	GCF_000307085	GCF_001027165	GCF_018336795	GCF_002213605	GCF_003722375	GCF_018735945	GCF_000438685	GCF_000438705	GCF_002213705	GCF_015689035	GCF_001644625	GCF_001998915	GCF_001027205	GCF_018310555	GCF_018106265	GCF_014983645	GCF_002285655	GCF_002848465	GCF_013177395	GCF_014334275	GCF_002105695	GCF_008807915	GCF_018736025	GCF_000681515	GCF_002214045	GCF_000021185	GCF_014843275	GCF_009866885	GCF_000197755	GCF_000513655	GCF_001952795	GCF_009664775	GCF_000168575	GCF_002213745	GCF_002208215	GCF_009730615	GCF_000438585	GCF_018604185	GCF_002557735	GCF_008807895	GCF_000438665	GCF_000168695	GCF_018604285	GCF_013137935	GCF_000218305	GCF_003032075	GCF_001999125	GCF_003030165	GCF_002025165	GCF_000438605	GCF_000800335	GCF_014983505	GCF_002213905	GCF_003031975	GCF_002969195	GCF_002213825	GCF_006364655	GCF_018604245	GCF_001908335	GCF_001483445	GCF_002213665	GCF_001188025	GCF_000008285	GCF_000196035	GCF_018604225	GCF_009648675	GCF_009648615	GCF_002213925	GCF_018672415	GCF_000600015	GCF_001999045	GCF_000210815	GCF_002213625	GCF_003812565	GCF_003031915	GCF_001952735	GCF_010443035	GCF_002213725	GCF_004768685	GCF_003031895	GCF_902385845	GCF_001952775	GCF_001005925	B33116
lmo1452	5	2	0	8	5	2	3	2	3	10	26	3	130	3	2	3	3	8	1	3	7	0	3	3	10	2	3	8	2	3	1	2	2	3	1	3	2	8	40	3	5	3	2	3	23	1	7	3	76	4	3	41	8	2	3	160	3	1	3	3	26	3	1	3	14	3	1	5	3	3	2	3	5	8	3	2	2	2	5	3	3	3	1	5	3	3	3	8	82	5	7	2	8	3	2	15	2	3	3	3	100	3	3	2	3	5	5	2	3	1	14	2	2	16	3	2	3	3	2	3	51	8	14	5	5	3	3	2	2	3	3	3	2	3	16	26	1	6	2	26	9	8	3	2	3	8	3	10	10	3	16	3	3	2	3	3	3	3	3	2	3	5	8	3	2	4	3	5	8	9	3	5	2	3	3	1	3	3	2	2	3	3	5	0	6	8	3	80	1	3	3	1	5	14	2	1	8	8	3	76	5	8	3	4	6	1	6	3	3	1	1	1	2	3	6	14	1	27	5	3	3	8	4	1	10	15	2	3	5	2	3	3	1	3	2	3	2	3	3	8	5	1	15	2	2	5	3	5	2	1	3	62	2	3	4	3	10	2	2	3	2	8
lmo1454	3	9	3	3	3	24	8	2	1	25	6	16	79	1	24	5	1	57	1	1	7	25	8	5	14	3	1	10	2	20	1	44	13	1	1	1	2	10	1	1	3	1	3	5	9	1	7	1	450	4	1	39	35	2	5	150	5	1	5	1	9	5	1	1	17	1	1	3	1	1	3	1	3	3	8	9	2	44	3	1	5	16	1	3	1	5	5	3	1	3	7	2	10	5	24	1	9	5	20	5	88	5	5	9	1	3	3	24	5	1	17	3	9	21	5	44	1	16	2	1	1	10	17	3	3	1	226	2	2	1	5	128	9	1	21	6	1	6	3	23	11	3	1	3	5	17	1	14	1	20	21	8	1	44	5	16	1	5	5	2	5	3	10	1	9	4	1	3	17	11	1	3	9	1	8	1	8	5	3	9	1	5	3	16	12	10	5	71	1	1	1	1	3	17	9	1	10	17	5	450	3	17	5	4	6	1	6	5	5	1	1	1	9	8	6	17	1	1	3	1	1	17	4	1	25	1	2	8	3	2	5	243	1	128	2	20	9	5	5	17	3	1	1	44	44	3	1	3	2	1	5	108	2	5	4	5	1	2	9	5	9	3
lmo1455	7	7	7	4	7	13	11	2	3	23	50	16	155	3	13	6	3	4	1	19	10	23	11	6	14	4	3	12	2	6	1	52	13	3	1	3	2	12	9	3	7	3	4	6	7	1	10	19	659	5	3	192	40	2	6	202	6	1	6	3	7	6	1	3	12	19	1	7	9	3	4	3	7	7	11	7	2	52	7	79	6	16	1	7	3	6	6	7	6	7	10	2	12	6	13	6	7	6	6	6	118	6	6	7	3	7	7	13	6	9	12	4	7	2	6	52	3	16	2	17	61	12	12	7	7	3	6	2	2	9	6	19	7	3	2	50	1	8	4	21	6	4	19	33	6	12	3	14	9	6	2	11	6	52	6	16	9	6	6	2	6	7	12	3	7	5	3	7	12	6	17	7	7	3	11	1	11	6	4	7	3	6	7	16	8	12	6	209	9	19	3	1	7	12	7	1	12	12	6	659	7	12	6	5	8	1	8	6	6	1	1	1	7	11	8	12	1	37	7	3	19	12	5	1	23	6	2	11	7	2	6	30	1	19	2	6	7	6	6	12	7	1	6	52	52	7	17	7	2	1	6	67	2	6	5	6	9	2	7	6	7	7
lmo1456	4	4	4	4	4	2	1	2	3	1	4	8	63	3	2	1	3	2	1	3	6	1	1	1	1	4	3	2	2	1	1	4	2	3	1	3	2	2	1	3	4	3	4	1	4	1	6	1	5	5	3	16	4	2	1	23	1	1	1	3	4	1	1	3	2	3	1	4	1	3	4	3	4	4	1	4	2	4	4	1	1	8	1	4	3	1	1	4	1	4	6	2	2	1	2	1	4	1	1	1	43	1	1	4	3	4	4	2	1	1	2	4	4	2	1	4	3	8	2	1	1	2	2	4	4	3	1	2	2	1	1	1	4	3	2	4	1	4	4	2	1	4	3	4	1	2	3	1	1	1	2	1	1	4	1	8	1	1	1	2	1	4	2	3	4	5	3	4	2	1	1	4	4	3	1	1	1	1	4	4	3	1	4	8	4	2	1	11	1	1	3	1	4	2	4	1	2	2	1	5	4	2	1	5	4	1	4	1	1	1	1	1	4	1	4	2	1	12	4	3	3	2	5	1	1	1	2	1	4	2	1	1	1	1	2	1	4	1	1	2	4	1	1	4	4	4	1	4	2	1	1	11	2	1	5	1	1	2	4	1	4	4
lmo1457	8	8	8	4	6	8	1	2	3	1	4	1	85	3	8	1	3	10	1	3	7	1	1	180	180	4	3	9	2	1	1	10	10	3	1	3	2	9	1	3	6	3	4	180	8	1	7	15	306	5	3	32	33	2	180	20	180	1	180	3	8	180	1	3	9	3	1	8	1	3	4	3	8	8	1	8	2	10	8	1	180	1	1	8	3	180	180	8	180	8	7	2	9	180	8	1	8	180	1	180	72	1	180	8	3	6	8	8	180	1	9	4	8	4	180	10	3	1	2	1	1	9	9	8	8	3	180	2	2	1	180	15	8	3	4	4	1	2	4	10	1	4	3	19	180	9	3	180	1	1	4	1	1	10	180	1	1	180	180	2	180	6	9	3	8	5	3	8	9	1	1	8	8	3	1	1	1	180	4	8	3	180	8	1	2	9	180	111	1	15	3	1	8	9	8	1	9	9	1	306	8	9	180	5	2	1	2	180	180	1	1	1	8	1	2	9	1	15	6	3	3	9	5	1	1	1	2	1	8	2	180	23	1	15	2	1	8	180	180	9	8	1	1	10	10	8	1	8	2	1	180	46	2	180	5	180	1	2	8	180	8	8
lmo1462	5	8	5	5	5	5	7	2	1	1	5	10	81	1	5	1	1	5	1	1	6	1	1	1	1	3	1	5	2	1	1	5	5	1	1	1	2	5	1	1	5	1	3	1	8	1	6	10	100	4	1	22	23	2	1	30	1	18	1	1	12	1	1	1	5	1	1	5	0	1	3	1	5	5	7	8	2	5	5	1	1	10	18	5	1	1	1	5	1	5	6	2	5	1	5	1	8	1	1	1	60	1	1	8	1	5	5	5	1	1	5	3	8	5	1	5	1	10	2	1	1	5	5	5	5	1	1	2	2	1	1	10	8	1	5	5	1	5	3	12	1	5	1	5	1	5	1	1	1	1	5	7	1	5	1	10	1	1	1	2	1	5	5	1	8	4	1	5	5	1	1	5	8	1	1	1	7	1	3	8	1	1	5	10	5	5	1	98	1	10	1	1	5	5	8	1	5	5	1	100	5	5	1	4	5	1	5	1	1	1	1	1	8	1	5	5	0	1	5	1	1	5	4	1	1	1	2	7	5	2	1	1	1	10	2	1	8	1	1	5	5	1	1	5	5	5	1	5	2	1	1	6	2	1	4	1	1	2	8	1	8	5
lmo1463	2	2	2	2	2	2	7	2	3	119	2	8	4	3	2	119	3	2	119	8	6	8	12	119	1	2	3	2	2	119	119	2	2	3	119	3	2	2	119	3	2	3	2	119	2	119	6	119	4	4	3	36	2	2	119	33	119	119	119	3	2	119	119	3	2	8	119	2	5	3	2	3	2	2	7	2	2	2	2	119	119	8	119	2	3	119	119	2	135	2	6	2	2	119	2	8	2	119	119	119	53	119	119	2	3	2	2	2	119	12	2	2	2	2	119	2	3	8	2	11	1	2	2	2	2	3	119	2	2	5	119	119	2	3	2	2	119	2	2	2	119	2	8	2	119	2	3	1	8	119	2	7	3	2	119	8	5	119	119	2	119	2	2	3	2	4	3	2	2	119	11	2	2	3	12	119	7	119	2	2	3	119	2	8	2	2	119	25	12	119	3	119	2	2	2	119	2	2	119	4	2	2	119	4	2	119	2	119	119	119	119	119	2	12	2	2	119	1	2	3	8	2	4	119	8	8	2	7	2	2	119	1	119	119	2	119	2	119	119	2	2	119	8	2	2	2	119	2	2	119	119	6	2	119	4	119	119	2	2	119	2	2
lmo1465	5	7	5	2	5	5	3	2	3	3	5	3	31	3	5	3	3	5	1	3	6	3	3	3	3	2	3	8	2	3	1	5	5	3	1	3	2	8	3	3	5	3	2	3	7	1	6	3	4	4	3	6	5	2	3	6	3	1	3	3	5	3	1	3	8	3	1	5	3	3	2	3	5	5	3	7	2	5	5	3	3	3	1	5	3	3	3	5	114	5	6	2	8	3	5	3	7	3	3	3	26	3	3	7	3	5	5	5	3	3	8	2	7	5	3	5	3	3	2	3	3	8	8	5	5	3	3	2	2	3	3	3	5	3	5	5	1	5	2	5	3	2	3	5	3	8	3	3	3	3	5	3	3	5	3	15	3	3	3	2	3	5	8	3	7	4	3	5	8	3	3	5	7	3	3	1	3	3	2	7	3	3	5	3	5	8	3	13	3	3	3	1	5	8	7	1	8	8	3	4	5	8	3	4	5	1	5	3	3	1	1	1	7	3	5	8	1	3	5	3	3	8	4	1	3	3	2	3	5	2	3	3	1	3	2	3	5	3	3	8	5	1	3	5	5	5	3	5	2	1	3	21	2	3	4	3	3	2	7	3	5	5
lmo1466	6	2	6	4	6	4	10	2	3	49	2	15	102	3	4	3	3	134	1	12	9	21	16	3	12	4	3	2	2	3	1	4	11	3	1	3	2	2	33	3	6	3	4	304	2	1	9	3	729	5	3	78	4	2	3	66	3	1	3	3	54	3	1	3	2	12	1	6	8	3	4	3	6	0	10	376	2	4	6	3	3	15	1	0	3	3	3	4	481	6	9	2	2	3	4	18	2	3	3	3	117	14	3	2	3	6	6	4	3	3	2	4	143	7	3	4	3	15	2	23	58	2	2	6	6	3	3	2	2	8	3	3	27	3	7	2	1	7	4	7	3	4	12	4	3	2	3	12	46	3	7	10	225	4	3	15	8	3	3	2	3	6	0	3	2	5	3	6	2	3	23	6	2	3	16	1	10	3	4	2	3	3	6	15	7	2	3	186	3	3	3	1	6	2	376	1	2	2	18	729	6	2	3	5	7	1	7	3	3	1	1	1	376	16	7	2	1	31	6	3	12	2	5	1	21	18	2	10	6	2	3	3	1	3	2	3	93	3	3	2	6	1	18	4	4	6	3	6	2	1	3	110	2	3	5	3	3	2	2	3	27	0
lmo1467	2	10	2	3	6	10	9	2	1	12	3	14	75	1	10	12	1	93	1	18	8	20	17	5	12	3	1	2	2	1	1	2	3	1	1	1	2	2	12	1	6	1	3	5	10	1	8	12	401	4	1	34	2	2	5	131	5	0	5	1	10	5	211	1	2	11	1	2	7	1	3	1	6	2	9	10	2	2	2	1	5	14	1	6	1	5	5	2	12	2	8	2	2	5	10	1	10	5	1	5	83	12	5	10	1	6	2	10	5	1	2	3	10	212	5	2	1	14	2	22	12	2	2	2	6	1	5	2	2	7	5	12	10	1	212	3	1	2	3	3	11	3	11	3	5	2	1	12	1	1	212	9	12	2	5	14	7	5	5	2	5	6	2	1	10	4	1	6	2	11	0	2	10	1	17	1	9	5	3	10	1	5	2	14	2	2	5	27	1	12	1	1	2	2	10	1	2	2	1	401	2	2	5	4	2	1	2	5	5	1	1	211	10	17	2	2	1	1	6	1	18	2	4	1	20	1	2	9	2	2	5	11	1	12	2	1	10	5	5	2	2	1	1	2	2	2	1	2	2	1	5	79	2	5	4	5	12	2	10	5	10	2
lmo1468	3	5	3	3	3	3	1	2	1	1	3	1	4	1	3	1	1	3	1	1	4	1	1	1	1	3	1	3	2	1	1	3	3	1	1	1	2	3	1	1	3	1	3	1	5	1	4	1	4	4	1	4	3	2	1	4	1	1	1	1	3	1	1	1	3	1	1	3	1	1	3	1	3	3	1	5	2	3	3	1	1	1	1	3	1	1	1	3	1	3	4	2	3	1	3	1	5	1	1	1	6	1	1	5	1	3	3	3	1	1	3	3	5	3	1	3	1	1	2	1	1	3	3	3	3	1	1	2	2	1	1	1	5	1	3	3	1	3	3	3	1	3	1	3	1	3	1	1	1	1	3	1	1	3	1	1	1	1	1	2	1	3	3	1	5	4	1	3	3	1	1	3	5	1	1	1	1	1	3	5	1	1	3	1	3	3	1	4	1	1	1	1	3	3	5	1	3	3	1	4	3	3	1	4	3	1	3	1	1	1	1	1	5	1	3	3	1	1	3	1	1	3	4	1	1	1	2	1	3	2	1	1	1	1	2	1	5	1	1	3	3	1	1	3	3	3	1	3	2	1	1	25	2	1	4	1	1	2	5	1	5	3
lmo1469	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
lmo1472	6	11	6	4	6	4	10	2	3	3	46	1	141	3	4	1	3	2	1	18	9	1	10	1	14	4	3	4	2	12	1	39	13	3	1	3	2	4	16	3	6	3	4	1	11	1	9	19	544	5	3	43	6	2	1	568	1	1	1	3	4	1	1	3	4	18	1	281	8	3	4	3	6	4	10	11	2	39	6	57	223	1	1	6	3	1	223	4	115	6	9	2	4	223	4	12	264	1	12	1	111	1	1	11	3	6	6	4	1	0	4	4	11	2	1	39	3	1	2	0	56	4	4	6	6	3	1	2	2	263	1	19	11	3	2	46	1	7	4	0	12	4	18	4	1	4	3	14	1	12	2	10	3	39	1	1	263	1	1	2	1	6	4	3	11	5	3	6	4	12	0	6	11	3	10	1	10	1	4	11	3	1	281	1	0	4	1	184	1	19	3	1	6	4	11	1	4	4	1	544	6	4	1	5	7	1	7	1	1	1	1	1	11	10	7	4	1	35	6	3	18	4	5	1	1	12	2	10	203	2	1	280	1	19	2	12	11	1	1	4	6	1	12	39	39	6	17	6	2	1	1	65	2	1	5	1	16	2	11	1	11	4
lmo1473	7	12	7	50	7	2	11	2	3	32	57	19	170	3	2	17	3	7	1	22	10	30	11	6	15	4	3	2	2	14	1	7	2	3	1	3	2	2	18	3	7	3	4	6	12	1	10	24	734	5	3	61	7	2	6	81	6	1	6	3	2	6	1	3	2	22	1	7	9	3	4	3	7	2	11	12	2	7	7	71	6	19	1	7	3	6	6	2	453	7	10	2	2	6	2	14	12	6	14	6	131	17	6	12	3	7	7	2	6	0	2	4	12	2	6	7	3	19	2	18	70	2	2	7	7	3	6	2	2	9	6	24	12	176	2	57	1	13	63	249	14	50	22	2	6	2	3	15	58	14	2	11	246	7	6	19	9	6	6	2	6	7	2	176	12	5	3	7	2	14	18	7	12	3	11	1	11	6	4	12	3	6	7	19	8	2	6	232	1	24	3	1	7	2	12	1	2	2	17	734	7	2	6	5	8	1	8	6	6	1	1	1	12	11	13	2	1	40	7	3	22	2	5	1	30	14	2	11	7	2	6	37	1	24	2	14	12	6	6	2	7	1	14	7	7	7	21	7	2	1	6	10	2	6	5	6	18	2	12	6	12	2
lmo1474	2	2	2	18	2	2	198	2	198	14	2	198	100	198	2	198	198	18	198	198	7	198	198	198	198	2	198	9	2	3	198	2	10	198	198	198	2	9	13	198	2	198	2	198	2	198	7	17	39	4	198	55	2	2	198	120	198	198	198	198	2	198	198	198	9	198	198	2	198	198	2	198	2	19	198	2	2	2	2	198	198	198	198	2	198	198	198	19	84	2	7	2	9	198	2	3	2	198	3	198	81	198	198	2	198	2	2	2	198	198	9	2	2	18	198	2	198	198	2	198	198	9	9	2	2	198	198	2	2	198	198	17	2	198	18	2	198	2	2	2	3	18	198	9	198	9	198	198	8	3	18	198	198	2	198	198	198	198	198	2	198	2	9	198	2	4	198	2	9	3	198	2	2	198	198	198	198	198	2	2	198	198	2	198	2	9	198	112	198	17	198	198	2	9	2	198	9	9	198	39	2	9	198	4	2	198	2	198	198	198	198	198	2	198	2	9	198	198	2	198	198	9	4	198	198	3	2	198	2	2	198	22	198	17	2	3	2	198	198	9	2	198	3	2	2	2	15	2	2	198	198	7	2	198	4	198	13	2	2	198	2	19
lmo1475	4	4	4	7	4	7	10	2	12	10	4	12	115	12	7	10	12	7	1	23	9	12	12	6	14	4	3	4	2	26	1	20	13	3	1	12	2	4	16	3	4	12	4	6	4	1	9	24	96	5	3	64	20	2	6	57	6	1	6	12	4	6	1	12	4	23	1	4	8	12	4	12	4	160	10	4	2	20	4	31	6	12	1	4	12	6	6	160	12	4	9	2	4	6	7	25	4	6	26	6	90	257	6	4	3	4	4	7	6	1	4	4	4	7	6	20	21	12	2	16	48	4	4	4	4	12	6	2	2	8	6	24	4	12	7	4	1	7	4	7	11	7	286	4	6	4	3	14	12	26	7	10	162	20	6	12	8	6	6	2	6	4	4	12	4	5	12	4	4	11	16	4	228	12	12	1	10	6	4	4	12	6	4	12	7	4	6	137	1	24	12	1	4	4	4	1	4	4	10	96	4	4	6	5	7	1	7	6	6	1	1	1	4	12	7	4	1	12	4	12	23	4	5	1	12	25	2	10	4	2	6	28	1	24	2	26	4	6	6	4	4	1	25	20	20	4	18	4	2	1	6	56	2	6	5	6	16	2	4	6	4	160
lmo1476	9	14	9	50	9	33	6	2	3	17	32	21	151	3	33	19	3	114	13	24	12	17	23	6	17	7	3	9	2	29	13	56	16	3	13	3	2	9	20	3	9	3	7	6	14	13	12	636	605	5	3	90	39	2	6	77	6	13	6	3	64	6	13	3	9	24	13	9	11	3	4	3	9	4	6	14	2	56	9	37	6	21	13	9	3	6	6	4	368	9	12	8	9	6	33	28	14	6	29	6	121	19	6	14	3	9	9	33	6	27	9	7	14	30	6	56	3	21	2	20	68	9	9	9	9	3	6	88	2	11	6	636	14	3	30	32	13	10	4	10	15	50	24	9	6	9	3	17	53	29	30	6	134	56	6	21	11	6	6	2	6	9	9	3	14	5	3	9	9	15	20	9	296	3	23	13	6	6	7	14	3	6	9	21	10	9	6	199	27	636	3	13	9	9	14	13	9	9	19	605	9	9	6	5	10	1	10	6	6	13	13	13	14	23	10	9	13	1	9	3	24	9	5	13	17	28	2	6	9	2	6	17	13	636	2	29	14	6	6	9	9	1	28	56	56	9	22	9	2	13	6	139	2	6	5	6	20	2	14	6	14	4
lmo1479	2	2	2	4	2	2	9	2	3	12	2	15	201	3	2	14	3	2	1	20	8	12	9	6	12	4	3	10	2	11	1	43	2	3	1	3	2	10	1	3	2	3	4	6	2	1	8	14	218	5	3	47	2	2	6	64	6	1	6	3	2	6	1	3	2	20	1	2	7	3	4	3	2	2	9	2	2	43	2	56	6	15	1	2	3	6	6	2	373	2	8	2	10	6	2	11	2	6	11	6	112	14	6	2	3	2	2	2	6	1	2	4	2	2	6	43	3	15	2	1	55	10	2	2	2	3	6	2	2	7	6	14	2	3	2	2	1	2	4	2	11	4	20	30	6	2	3	12	45	11	2	9	212	43	6	15	7	6	6	2	6	2	10	3	2	5	3	2	2	11	1	2	2	3	9	1	9	6	4	2	3	6	2	15	2	10	6	47	1	14	3	1	2	2	2	1	2	2	14	218	2	2	6	5	2	1	2	6	6	1	1	1	2	9	2	2	1	15	2	3	20	2	5	1	12	11	2	9	2	2	6	29	1	14	2	11	2	6	6	2	2	1	11	43	43	2	16	2	2	1	6	8	2	6	5	6	1	2	2	6	2	2
lmo1480	2	2	2	2	2	2	1	2	1	4	2	3	2	1	2	1	1	2	1	1	2	4	1	1	4	2	1	2	2	3	1	2	2	1	1	1	2	2	1	1	2	1	2	1	2	1	2	1	2	2	1	2	2	2	1	3	1	1	1	1	2	1	1	1	2	1	1	2	1	1	2	1	2	2	1	2	2	2	2	2	1	3	1	2	1	1	1	2	1	2	2	2	2	1	2	3	2	1	3	1	5	1	1	2	1	2	2	2	1	1	2	2	2	2	1	2	1	3	2	1	1	2	2	2	2	1	1	2	2	1	1	1	2	1	2	2	1	2	2	2	3	2	1	2	1	2	1	4	1	3	2	1	3	2	1	3	1	1	1	2	1	2	2	1	2	2	1	2	2	3	1	2	2	1	1	1	1	1	2	2	1	1	2	3	2	2	1	2	1	1	1	1	2	2	2	1	2	2	1	2	2	2	1	2	2	1	2	1	1	1	1	1	2	1	2	2	1	3	2	1	1	2	2	1	4	3	2	1	2	2	1	1	1	1	2	3	2	1	1	2	2	1	3	2	2	2	6	2	2	1	1	2	2	1	2	1	1	2	2	1	2	2
lmo1481	4	10	4	4	4	21	1	2	3	12	4	16	120	3	21	14	3	4	1	11	9	12	18	6	12	4	3	4	2	11	1	4	4	3	1	3	2	4	15	3	4	3	4	6	10	1	9	19	449	5	3	44	4	2	6	57	6	1	6	3	4	6	1	3	4	11	1	4	8	3	4	3	4	161	1	26	2	4	4	50	6	16	1	4	3	6	6	161	1	4	9	7	4	6	21	11	10	6	11	6	97	14	6	10	3	4	4	21	6	1	4	4	26	4	6	45	3	16	2	1	1	4	4	4	4	3	6	2	7	8	6	19	10	3	4	4	1	4	4	4	11	4	11	27	6	4	3	12	19	11	4	1	1	107	6	16	8	6	6	2	6	4	4	3	10	5	3	4	4	11	1	4	10	3	18	1	1	6	4	10	3	6	4	16	4	4	6	155	1	19	3	1	4	4	26	1	4	4	14	449	4	4	6	5	4	1	4	6	6	1	1	1	26	18	4	4	1	30	4	3	11	4	5	1	12	11	7	1	4	2	6	1	1	19	2	11	10	6	6	4	4	1	11	4	4	4	17	4	2	1	6	108	2	6	5	6	15	2	10	6	10	161
lmo1482	6	13	6	3	6	36	12	2	9	8	27	21	213	9	36	8	9	7	1	26	10	38	597	5	18	3	9	14	2	20	1	90	17	9	1	9	2	14	20	0	6	9	3	5	13	1	10	28	927	11	9	82	27	2	5	108	5	1	5	9	89	5	1	9	14	26	1	6	8	9	3	9	6	14	12	461	2	90	6	8	5	21	1	6	9	5	5	14	594	6	10	2	15	5	36	20	13	5	20	5	168	8	5	13	9	6	6	36	5	1	14	3	13	35	5	0	9	21	2	22	95	14	14	6	6	9	5	2	2	8	5	28	49	222	35	27	1	7	3	35	16	3	555	27	5	14	9	18	79	20	35	12	20	90	5	21	8	5	5	2	5	6	15	222	13	4	9	6	14	16	22	6	13	9	12	1	12	5	3	13	9	5	6	21	7	14	5	273	1	28	9	1	6	14	461	1	14	14	8	927	6	14	5	11	7	1022	7	5	5	1	1	1	461	12	7	14	1	138	6	9	26	14	11	1	38	20	2	0	6	2	5	45	1	28	2	20	13	5	5	14	6	1	20	90	90	6	23	6	2	1	5	194	2	5	11	5	20	2	13	5	49	14
lmo1483	2	2	2	2	2	2	3	2	3	3	2	10	92	3	2	9	3	2	1	3	7	3	3	5	6	2	3	2	2	6	1	2	2	3	1	3	2	2	6	3	2	3	2	5	2	1	7	6	249	4	3	23	2	2	5	31	5	1	5	3	2	5	1	3	2	3	1	2	6	3	2	3	2	2	3	2	2	2	2	6	5	10	1	2	3	5	5	2	89	2	7	2	2	5	2	6	2	5	6	5	39	9	5	2	3	2	2	2	5	1	2	2	2	2	5	2	3	10	2	6	27	2	2	2	2	3	5	2	2	6	5	6	2	3	2	2	1	2	2	2	6	2	3	2	5	2	3	6	3	6	2	3	6	2	5	10	6	5	5	2	5	2	2	3	2	4	3	2	2	6	6	2	2	3	3	1	3	5	2	2	3	5	2	10	2	2	5	68	1	6	3	1	2	2	2	1	2	2	9	249	2	2	5	4	2	1	2	5	5	1	1	1	2	3	2	2	1	3	2	3	3	2	4	1	3	6	2	3	2	2	5	3	1	6	2	6	2	5	5	2	2	1	6	2	2	2	3	2	2	1	5	64	2	5	4	5	6	2	2	5	2	2
