Locus	GCF_020616775	GCF_018517125	B537	GCF_013344625	GCF_011193375	GCF_000550745	GCF_906464895	GCF_017280035	GCF_000007785	GCF_017639585	GCF_006494835	GCF_004332015	GCF_001689055	GCF_006766145	GCF_003345275	GCF_906464915	GCF_003030425	GCF_001989555	GCF_003966385	GCF_006494875	GCF_002163735	GCF_005158025	GCF_010103655	GCF_009498175	GCF_009662495	GCF_013344645	GCF_019222705	GCF_001598635	GCF_004332035	GCF_002355755	GCF_003812665	GCF_005979285	GCF_000317915	GCF_002208945	GCF_020616875	GCF_015377745	GCF_000172575	GCF_906464925	GCF_019774535	GCF_906464875	GCF_016743895	GCF_902379005	GCF_901553725	GCF_006364815	GCF_002289045	GCF_000281195	GCF_000391485	GCF_000742975	GCF_019856595	GCF_013344605	GCF_012594215	GCF_014844235	GCF_020616935	GCF_017280235	GCF_006349345	GCF_005484525	GCF_016812095	GCF_003966405	GCF_002814115	GCF_900636775	GCF_906464865	GCF_906464835	GCF_005979305	GCF_013344665	GCF_006494855	GCF_014489455	GCF_018986755	GCF_019195415	GCF_017357805
OG1RFRS02960	46	13	12	13	7	44	8	7	5	6	5	54	10	31	38	0	13	38	16	5	5	46	7	7	21	13	64	28	5	93	38	5	28	14	46	32	1	8	13	7	13	28	14	12	10	42	5	13	7	9	7	45	69	7	7	0	7	16	34	14	5	46	7	5	5	5	5	7	19
OG1RFRS02965	42	7	8	11	30	7	0	6	2	24	2	108	9	8	35	12	11	35	14	2	2	42	6	6	18	11	35	26	2	72	35	43	26	12	42	0	1	7	11	6	11	26	12	8	9	40	2	11	30	8	6	95	0	6	6	58	6	14	31	12	43	42	73	2	2	2	2	6	16
OG1RFRS02970	1	4	1	4	1	4	4	1	2	2	2	1	1	1	1	1	4	1	5	2	2	1	1	1	6	4	1	8	2	1	1	2	8	1	1	2	1	4	4	1	4	8	1	1	1	10	2	4	1	1	1	16	1	1	1	1	1	5	1	1	2	1	17	2	2	2	2	1	2
OG1RFRS02975	41	6	7	6	6	6	6	13	2	22	2	50	0	28	35	10	6	35	11	2	57	41	13	13	16	6	59	25	0	70	35	2	25	44	41	22	1	6	6	13	6	25	10	7	8	39	2	6	6	7	0	89	10	13	13	49	13	11	30	10	2	0	71	2	2	2	2	13	14
OG1RFRS02980	10	8	9	8	8	8	8	7	29	14	29	45	10	9	34	5	8	34	94	29	54	10	7	7	17	8	0	16	4	65	34	2	16	5	10	0	1	8	8	7	8	16	5	9	10	38	2	8	8	9	7	199	5	7	7	19	7	94	27	5	2	10	66	2	29	21	2	7	14
OG1RFRS02995	15	1	9	8	207	8	8	7	2	20	2	7	10	26	39	30	12	39	13	2	2	15	7	7	16	8	0	23	48	69	39	2	23	30	15	0	1	8	12	7	12	23	30	9	10	42	2	0	44	9	7	43	2	7	7	56	7	13	33	28	2	15	15	2	2	2	2	7	2
OG1RFRS03000	18	13	9	8	46	8	8	7	2	23	2	52	10	28	35	13	12	35	15	2	2	18	7	7	19	8	0	25	76	101	35	108	25	13	18	29	1	8	8	7	8	25	13	9	10	42	2	8	46	9	7	45	14	7	7	57	7	15	31	9	2	18	73	2	2	2	2	7	40
OG1RFRS03005	14	1	8	7	28	7	7	6	2	5	2	28	6	5	26	1	7	26	11	2	2	14	6	6	15	7	15	1	2	47	26	2	1	1	14	0	1	7	7	6	7	1	1	8	6	31	2	7	28	8	6	12	10	6	6	40	6	11	23	8	2	14	48	2	2	2	2	6	13
OG1RFRS03010	14	1	9	8	43	8	8	7	31	20	31	51	10	27	35	1	8	35	1	31	2	14	7	80	16	8	54	23	82	76	35	2	23	46	14	0	1	8	8	7	8	23	1	9	10	40	2	8	43	9	80	42	5	7	7	62	7	1	30	9	2	14	66	2	31	63	2	7	59
OG1RFRS03015	20	1	13	14	178	9	9	7	8	27	8	13	11	196	120	1	14	42	17	8	2	0	7	7	22	14	0	31	88	83	121	50	31	1	20	0	1	9	14	7	14	31	1	13	11	46	8	14	178	13	7	48	16	7	7	25	7	17	38	13	50	20	84	2	8	8	2	7	93
OG1RFRS13345	2	1	2	1	1	1	1	1	2	3	2	2	1	1	4	1	1	4	1	2	2	2	1	1	1	1	1	1	1	1	4	2	1	1	2	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	1	1	2	1	1	2	1	1	1	2	2	2	1	2	2	2	2	1	1
OG1RFRS03020	46	10	9	12	12	12	8	5	2	23	2	9	10	12	40	10	12	40	47	2	2	46	5	5	19	12	0	27	74	70	40	26	27	10	46	0	1	8	12	5	12	27	10	9	10	43	2	12	12	9	5	78	13	5	5	16	5	47	33	9	26	46	72	2	2	2	2	5	77
OG1RFRS03025	30	10	9	8	26	8	8	5	2	19	2	9	10	22	22	10	8	22	12	2	2	30	5	5	16	8	5	22	12	47	22	21	22	10	30	26	1	8	8	5	8	22	10	9	10	0	2	8	26	9	5	30	21	5	5	14	5	12	0	9	21	30	21	2	2	2	7	5	1
OG1RFRS03030	1	1	3	4	8	4	4	3	2	11	2	21	1	3	3	1	4	3	6	2	2	1	3	3	9	4	3	3	2	3	3	3	3	1	1	15	1	4	4	3	4	3	1	3	1	2	2	4	8	3	3	3	3	3	3	7	3	6	3	3	3	1	1	2	2	2	2	3	1
OG1RFRS03035	45	12	8	7	46	7	7	5	2	24	2	8	9	31	31	12	11	31	14	2	2	45	5	5	19	7	95	28	2	43	31	27	28	12	45	0	1	7	48	5	48	28	12	8	9	43	2	7	46	8	5	209	73	5	5	16	5	14	34	8	27	45	77	2	2	2	2	5	4
OG1RFRS03040	3	5	5	4	2	4	4	3	2	56	2	5	4	4	4	5	4	4	6	2	2	3	3	3	7	4	1	4	2	3	4	5	4	5	3	2	1	4	4	3	4	4	5	5	0	18	2	4	2	5	3	4	5	3	3	3	3	6	13	5	5	3	4	2	2	2	2	3	2
OG1RFRS03045	46	11	8	25	47	14	7	54	2	23	2	8	6	29	37	11	84	37	12	2	2	96	5	5	18	25	0	32	2	74	37	8	32	11	46	30	1	7	10	5	10	32	11	8	6	42	2	25	47	8	5	87	11	54	5	64	54	12	33	8	8	46	6	2	2	2	2	5	35
OG1RFRS03060	42	9	1	0	43	8	9	6	8	0	8	1	10	153	38	9	8	38	13	8	0	42	6	6	17	0	8	26	8	71	38	32	26	9	42	0	1	9	8	6	8	26	9	1	10	0	8	8	43	1	6	189	12	6	6	15	6	13	33	1	32	42	10	2	8	8	8	6	90
OG1RFRS03070	1	9	1	12	42	12	9	8	7	23	7	40	10	28	34	9	12	34	14	7	54	1	8	8	17	12	13	25	54	67	34	1	25	9	1	13	1	9	12	8	12	25	9	1	10	40	7	12	42	1	8	171	13	8	8	53	8	14	18	1	1	1	10	54	7	7	7	8	0
OG1RFRS03075	1	1	1	1	3	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	3	1	1	1	1	1	1	1	1	1	4	1	1	1	3	1	1	1	1	1	1
OG1RFRS03085	78	88	9	13	47	13	8	5	7	0	7	46	60	31	39	8	13	39	15	7	7	46	5	5	20	13	69	27	7	97	39	26	27	8	46	32	1	0	13	5	13	27	8	9	10	9	7	13	47	9	5	207	14	5	5	0	5	15	34	8	26	78	79	7	7	7	7	5	6
OG1RFRS03090	43	8	9	12	44	12	8	5	7	0	7	54	10	14	38	8	12	38	14	7	7	43	5	5	17	12	0	28	7	78	38	45	28	8	43	0	1	8	12	5	12	28	8	9	10	9	7	12	44	9	5	284	72	5	5	62	5	14	33	8	26	43	79	7	7	7	7	5	13
OG1RFRS03095	4	0	7	10	28	10	4	5	2	0	2	5	8	4	23	4	10	23	4	2	2	4	5	5	13	10	37	4	2	64	23	17	4	4	4	7	1	4	10	5	10	4	4	7	8	7	2	10	28	7	5	48	47	5	5	29	5	4	2	4	17	4	4	2	2	2	2	5	11
OG1RFRS03100	44	1	7	9	29	12	1	6	2	86	2	6	1	10	1	1	9	1	10	2	2	1	6	6	15	9	11	1	2	41	1	30	1	1	1	11	1	1	9	6	9	1	1	7	1	7	2	9	29	7	6	41	2	6	6	3	6	10	2	1	30	44	45	2	2	2	2	6	1
OG1RFRS03105	12	8	9	13	1	39	8	7	6	0	6	7	8	27	32	8	11	32	5	6	6	12	7	7	17	13	0	25	6	64	32	12	40	8	12	28	1	8	37	7	37	40	8	9	8	9	6	13	1	9	7	180	8	7	7	43	7	5	30	8	12	12	68	6	6	6	6	7	8
OG1RFRS03110	23	4	7	4	1	10	4	5	2	9	2	26	4	4	12	4	8	12	4	2	2	23	5	5	11	4	12	4	2	32	12	17	4	4	23	18	1	4	8	5	8	4	4	7	4	7	2	4	1	7	5	4	4	5	5	28	5	4	4	4	17	23	33	2	2	2	39	5	4
OG1RFRS03115	6	8	12	13	2	13	8	6	2	0	2	6	33	151	37	8	13	37	6	2	2	6	6	6	2	13	20	31	2	90	37	23	24	8	6	29	1	8	13	6	13	24	8	12	10	12	2	13	2	12	6	41	8	6	6	55	6	6	32	8	23	6	8	2	2	2	2	6	14
OG1RFRS03120	51	9	10	53	20	13	9	7	2	0	2	26	9	2	42	9	13	42	15	2	2	51	7	7	20	53	26	30	85	111	42	28	30	9	51	34	1	9	13	7	13	30	9	10	9	10	2	13	20	10	7	37	9	7	7	195	7	15	37	73	28	51	9	248	2	2	2	7	74
OG1RFRS03125	39	0	9	12	7	38	8	7	2	0	2	46	8	2	35	8	12	35	15	2	2	39	7	7	20	12	0	26	72	89	35	6	26	8	39	29	1	8	12	7	12	26	8	9	8	9	2	12	7	9	7	30	63	7	7	17	7	15	30	8	6	39	68	2	2	2	2	7	59
OG1RFRS03130	3	3	3	3	3	3	3	3	2	3	2	3	3	2	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	7	3	3	3	3	3	3	1	3	3	3	3	3	3	3	3	3	2	3	3	3	3	7	3	3	3	3	3	3	7	3	3	3	3	2	2	2	2	3	3
OG1RFRS03135	64	11	10	35	65	63	9	8	7	0	7	76	11	25	110	11	14	51	16	7	7	64	8	8	61	35	0	46	119	153	172	66	37	11	64	44	1	9	14	8	14	37	11	10	11	10	7	35	65	10	8	47	15	8	8	91	8	16	47	10	66	64	115	7	7	92	7	8	69
OG1RFRS03140	51	8	9	12	52	12	8	5	2	0	2	59	67	21	88	8	12	41	14	2	2	51	5	5	19	12	0	30	93	87	41	28	30	8	51	0	1	8	12	5	12	30	8	9	10	9	2	12	52	9	5	295	44	5	5	73	5	14	37	34	28	51	89	2	2	2	2	5	0
OG1RFRS03145	38	9	10	12	34	12	9	8	7	62	7	10	9	19	29	9	12	29	14	7	7	38	8	8	17	12	0	1	62	58	29	23	1	9	38	0	1	9	12	8	12	1	9	10	9	10	7	12	34	10	8	37	13	8	8	0	8	14	25	10	23	38	59	7	7	7	7	8	13
OG1RFRS03150	54	14	6	13	55	18	10	8	9	0	9	64	11	2	44	14	13	44	16	9	2	54	8	8	22	13	0	34	102	98	44	33	34	14	54	36	1	14	58	8	58	34	14	6	143	6	9	13	55	6	8	39	15	0	8	19	0	16	39	6	33	54	144	2	9	9	9	8	0
OG1RFRS03160	16	79	9	5	132	5	8	7	2	0	2	21	10	17	37	8	5	37	13	2	2	16	7	7	4	5	74	25	66	64	37	26	25	8	16	29	1	8	5	7	5	25	8	9	10	9	2	5	132	9	7	40	59	7	7	15	7	13	31	9	26	16	2	2	2	2	2	7	12
OG1RFRS03165	21	9	146	34	53	50	9	7	2	0	2	65	11	25	44	0	14	44	17	2	78	21	7	7	23	34	0	36	102	134	44	33	36	58	21	0	1	9	14	7	14	36	9	146	11	13	2	0	53	10	7	307	90	7	7	241	7	17	40	13	33	21	100	2	2	2	2	7	57
OG1RFRS03170	11	5	8	10	44	42	5	6	2	0	2	51	5	19	36	91	10	36	11	2	2	11	6	6	16	10	11	26	18	100	36	27	26	5	11	31	1	5	10	6	10	26	5	8	5	40	2	10	44	8	6	188	5	6	6	30	6	11	33	8	27	11	75	2	2	2	2	6	5
OG1RFRS03175	41	5	9	11	42	11	5	7	2	0	2	50	5	2	5	5	11	5	13	2	2	41	7	7	37	11	49	26	20	15	5	24	26	5	41	28	1	5	11	7	11	26	5	9	5	9	2	25	42	9	7	77	5	7	7	15	7	13	32	29	24	41	5	2	2	2	2	7	5
OG1RFRS03180	1	1	4	1	1	1	1	1	1	13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	8	1	2	1	1	8	1	1	9	1	1	1	1	1	8	1	4	1	4	1	1	1	4	1	1	1	1	1	2	1	1	3	4	1	1	1	1	1	1	1	1	1
OG1RFRS03185	19	9	10	17	42	17	9	7	2	138	2	51	11	24	11	9	13	11	15	2	62	19	7	7	21	17	11	30	80	104	11	21	30	9	19	59	1	9	45	7	45	30	9	10	11	22	2	17	42	10	7	93	14	7	7	35	7	15	34	10	21	19	11	2	2	2	2	7	11
OG1RFRS03190	18	5	10	12	5	12	5	8	7	95	7	43	11	22	11	5	12	11	14	7	50	18	8	8	20	12	43	2	60	74	11	27	2	5	18	2	1	5	12	8	12	2	5	10	11	10	7	12	5	10	8	58	56	8	8	3	8	14	31	10	0	18	11	2	7	7	7	8	43
OG1RFRS03195	15	8	9	11	198	11	8	24	2	100	2	1	10	18	10	8	11	10	93	2	2	15	6	6	16	11	37	30	70	66	10	23	25	0	15	25	1	8	42	6	42	25	8	9	10	9	2	0	37	9	6	65	12	24	6	0	24	93	32	28	23	15	67	2	2	2	2	6	1
OG1RFRS03205	52	8	11	27	54	12	8	28	2	0	2	66	9	2	9	8	12	9	14	2	2	52	6	6	19	27	0	29	102	97	9	26	29	8	52	0	1	8	12	6	12	29	36	11	9	0	42	40	0	11	6	315	91	28	6	32	28	14	37	8	26	52	100	313	2	2	2	6	66
OG1RFRS03210	45	9	10	25	46	12	9	7	2	0	2	58	5	2	39	9	12	39	14	2	2	45	7	0	17	25	0	27	82	105	39	116	27	9	45	0	1	9	12	7	12	27	9	10	5	10	2	25	46	10	7	255	13	7	7	3	7	14	35	9	0	45	80	2	2	2	2	7	6
OG1RFRS03215	48	8	9	26	49	46	8	6	2	0	2	9	10	20	40	8	12	40	14	2	2	142	6	6	19	26	0	64	141	96	40	29	28	8	48	33	1	8	44	6	44	28	8	9	10	9	2	26	49	9	6	123	88	6	6	32	6	14	38	0	29	48	10	2	2	2	2	6	5
OG1RFRS03220	42	10	11	1	35	14	10	8	7	0	7	11	54	138	38	10	14	38	16	7	2	42	8	8	21	1	50	28	14	65	38	27	45	10	42	0	1	10	14	8	14	45	10	11	35	11	7	1	35	11	8	65	0	8	8	30	8	16	33	10	27	42	35	2	7	7	7	8	56
OG1RFRS03225	30	9	9	9	23	12	9	7	2	20	2	9	10	17	25	9	12	25	13	2	2	30	7	7	16	9	60	22	20	45	25	21	22	9	30	23	1	9	12	7	12	22	9	9	10	9	2	9	23	9	7	45	9	7	7	18	7	13	8	9	21	30	13	2	2	2	2	7	40
OG1RFRS03230	37	7	99	7	23	11	7	1	6	0	6	8	9	6	29	7	11	29	1	6	6	37	1	1	14	7	46	26	71	65	29	19	26	7	37	0	1	7	11	1	11	26	7	99	9	34	6	7	23	8	1	82	7	1	1	52	1	1	25	7	19	37	67	6	6	6	6	1	4
OG1RFRS03240	44	9	10	9	29	13	9	7	2	0	2	10	11	2	111	9	13	49	1	2	60	112	7	7	18	9	0	27	68	70	49	25	27	9	44	29	1	9	13	128	13	27	9	10	11	10	2	9	29	10	7	92	9	7	7	57	7	1	32	9	25	44	71	2	2	2	2	187	6
OG1RFRS03245	44	100	10	9	2	17	9	7	2	0	2	10	11	2	37	9	12	37	13	2	65	44	7	7	19	9	11	56	87	80	37	27	28	9	44	0	1	9	12	7	12	28	9	10	128	10	2	9	2	10	7	107	75	7	7	16	7	13	34	9	27	44	81	2	2	2	2	7	92
OG1RFRS03250	34	8	12	25	2	12	8	4	2	0	2	12	4	2	29	8	13	29	3	2	2	34	4	4	17	25	6	3	61	81	29	12	3	8	34	26	1	8	13	4	13	3	8	12	10	12	2	25	2	9	4	33	51	4	4	2	4	3	28	8	12	34	4	2	2	2	2	4	43
OG1RFRS03255	2	4	1	1	2	1	6	2	2	57	2	1	1	2	4	4	1	4	1	2	2	2	2	2	7	1	1	4	5	3	4	1	4	4	2	4	1	6	1	2	1	4	4	1	37	1	2	1	2	1	2	16	1	2	2	3	2	1	3	4	1	2	1	2	2	2	2	2	1
OG1RFRS03260	3	4	3	4	5	4	4	1	5	4	5	3	1	5	1	4	3	1	4	5	1	3	1	1	3	4	3	12	21	3	1	3	12	4	3	3	1	4	3	1	3	12	4	3	1	3	5	4	5	3	1	15	1	1	1	2	1	4	1	4	3	3	1	1	5	5	5	1	17
OG1RFRS03265	54	10	13	35	55	10	10	8	15	0	15	63	50	37	46	10	14	46	17	15	37	54	8	8	22	35	0	41	98	123	46	30	32	58	54	0	1	10	14	8	14	32	10	13	50	13	15	35	55	11	8	300	0	8	8	72	8	17	42	10	30	54	119	37	15	15	15	231	101
OG1RFRS03275	7	1	9	26	38	1	1	1	7	0	7	47	10	11	12	1	11	12	13	7	7	7	1	1	18	26	0	17	1	80	12	1	27	1	7	30	1	1	11	1	11	27	1	9	10	9	7	26	38	9	1	23	1	1	1	32	1	13	29	26	1	7	62	7	7	7	7	1	68
OG1RFRS03280	16	1	10	76	17	1	1	8	7	0	7	50	54	1	10	1	6	10	14	7	2	16	8	8	18	76	0	29	1	85	10	25	29	1	16	17	1	1	6	8	6	29	1	10	11	10	7	28	17	10	8	43	1	8	8	55	8	14	35	33	0	16	6	2	7	7	7	8	25
OG1RFRS03285	18	9	10	21	159	22	9	7	2	0	2	47	11	22	14	9	12	14	14	2	2	18	7	7	20	21	22	26	22	63	14	25	26	9	18	42	1	9	12	7	12	26	9	10	11	10	2	21	42	10	7	41	9	7	7	53	7	14	33	31	25	18	64	2	2	2	2	7	35
OG1RFRS03290	37	8	1	17	14	1	8	6	2	0	2	14	9	1	28	8	10	28	11	2	2	37	6	6	16	17	1	22	1	72	28	20	35	8	37	1	1	8	10	6	10	35	8	1	9	1	2	17	14	1	6	36	8	6	6	3	6	11	4	55	20	37	60	2	2	2	2	6	64
OG1RFRS03295	15	11	1	11	15	1	9	7	63	0	2	45	52	17	67	11	11	34	12	2	2	15	7	7	16	11	0	49	98	89	34	99	25	11	15	15	1	53	11	7	11	25	11	1	10	1	2	11	15	1	7	39	11	7	7	14	7	12	31	11	23	15	68	2	2	2	2	7	41
OG1RFRS03300	16	8	1	8	45	1	8	5	2	0	2	51	9	19	36	8	11	36	12	2	2	16	5	5	18	8	0	26	78	97	36	25	26	8	16	19	1	8	41	5	41	26	8	1	9	1	2	8	45	1	5	44	17	5	5	52	5	12	32	8	25	16	75	2	2	2	2	5	47
OG1RFRS03305	1	1	1	1	1	1	1	1	2	1	2	1	1	4	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	1	1
OG1RFRS03310	1	13	9	18	1	9	8	5	2	52	2	6	10	9	26	13	12	39	9	2	2	1	5	5	17	18	12	21	48	10	26	19	21	13	1	9	1	8	12	5	12	21	13	9	10	9	2	18	0	9	5	25	31	5	5	38	5	9	25	13	19	1	45	2	2	2	2	5	31
OG1RFRS03315	12	5	6	1	6	6	5	1	2	94	2	37	7	15	26	5	6	26	9	2	2	12	1	1	14	1	28	1	6	62	26	17	1	5	12	22	1	5	6	1	6	1	5	6	7	6	2	1	6	6	1	46	29	1	1	42	1	9	24	5	17	12	50	2	2	2	2	1	29
OG1RFRS03320	18	9	10	6	2	17	9	7	2	135	2	43	11	22	33	9	13	33	14	2	2	18	7	7	20	6	0	26	10	71	33	25	26	9	18	29	1	9	0	7	0	26	9	10	0	10	2	6	2	10	7	36	19	7	7	3	7	14	32	9	25	18	56	2	2	2	2	7	19
OG1RFRS03325	15	2	8	22	38	37	2	5	2	24	2	44	9	2	75	2	10	32	12	2	2	15	5	5	16	22	0	23	8	80	32	21	23	2	15	26	1	2	10	5	10	23	2	8	9	8	2	22	38	8	5	67	2	5	5	52	5	12	29	2	21	15	64	2	2	2	2	0	2
OG1RFRS03330	17	2	5	28	48	45	8	5	2	0	2	58	9	70	5	2	11	5	13	2	2	17	5	5	19	28	0	34	5	83	5	27	34	54	17	34	1	8	11	5	11	34	2	5	9	43	2	0	48	5	5	212	2	5	5	67	5	13	37	2	27	17	85	2	2	2	2	5	52
OG1RFRS03335	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG1RFRS03340	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
OG1RFRS03345	1	1	1	4	1	1	1	1	1	1	1	1	1	1	11	1	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG1RFRS03350	1	7	1	5	31	11	7	5	1	19	1	34	38	1	26	7	9	26	11	1	1	1	5	5	15	5	1	20	1	5	26	19	20	7	1	23	1	7	9	5	9	20	7	1	5	1	1	5	0	1	5	106	7	5	5	14	5	11	25	7	19	1	45	1	1	1	1	5	7
OG1RFRS03355	10	5	5	1	3	26	5	3	2	19	2	1	3	13	16	5	6	16	2	2	2	10	3	3	12	1	52	15	5	3	16	19	15	5	10	1	1	5	6	3	6	15	5	5	3	5	2	1	3	5	3	79	5	3	3	9	3	2	23	21	19	10	18	2	2	2	2	3	13
OG1RFRS03365	14	7	7	24	37	35	7	5	6	0	6	0	8	18	14	7	10	14	11	6	6	14	5	5	16	24	0	3	7	3	14	23	3	7	14	0	1	7	10	5	10	3	7	7	8	7	6	24	37	7	5	128	0	5	5	3	5	11	29	7	23	14	8	6	6	6	6	5	28
OG1RFRS03370	16	8	8	29	27	43	0	5	6	28	6	11	9	6	14	8	1	14	12	6	6	112	5	5	18	29	0	9	8	72	14	113	9	8	16	32	1	8	1	5	1	9	8	8	9	19	6	0	27	8	5	255	8	5	5	0	5	12	105	61	28	16	76	6	6	6	6	5	50
OG1RFRS03375	17	8	8	30	25	47	8	5	2	0	2	55	9	21	38	8	11	38	13	2	2	17	5	5	19	30	0	28	8	74	38	29	28	8	17	33	1	8	11	5	11	28	8	8	9	8	2	27	25	8	5	84	23	5	5	36	5	13	35	8	29	17	9	2	2	2	6	5	42
OG1RFRS03380	19	9	10	29	27	48	9	7	2	220	2	56	11	2	41	9	13	41	15	2	2	19	7	7	21	29	0	30	9	93	41	31	30	9	19	0	1	9	13	7	13	30	0	10	11	10	2	29	27	10	7	92	29	7	7	18	7	15	38	9	31	19	11	2	2	2	2	7	81
OG1RFRS03385	20	10	10	29	27	46	9	7	2	0	2	51	27	2	41	86	13	41	16	2	2	20	7	7	21	29	0	4	10	94	41	30	4	10	20	0	1	10	13	7	13	4	10	10	27	10	2	0	27	10	7	87	68	7	0	39	7	16	37	10	30	20	27	2	2	2	2	7	53
OG1RFRS03390	4	1	5	1	2	1	1	1	2	1	2	2	4	2	2	1	6	2	3	2	2	4	1	1	8	1	1	1	1	4	2	8	1	1	4	4	1	1	6	1	6	1	1	5	4	5	2	1	2	5	1	4	1	1	1	1	1	3	3	1	8	4	4	2	2	2	2	1	4
OG1RFRS03395	13	7	1	23	1	27	7	5	2	122	2	38	42	2	2	7	8	2	10	2	2	13	5	5	14	23	9	23	7	1	2	33	23	7	0	74	1	7	8	5	8	23	7	1	3	1	2	23	1	1	5	1	23	5	5	0	5	10	27	7	33	13	63	114	2	2	2	5	34
OG1RFRS03400	16	6	9	24	22	44	6	7	2	0	2	48	10	2	38	6	11	38	13	2	2	0	7	7	9	24	22	25	55	64	38	26	25	6	16	30	1	6	11	7	11	25	32	9	10	9	2	0	22	9	7	75	60	7	7	54	7	13	33	6	26	16	65	2	2	2	2	7	40
OG1RFRS03405	17	9	10	6	154	5	9	7	2	9	2	45	50	2	34	9	13	9	86	2	2	17	7	7	18	6	7	25	53	59	9	24	25	9	17	27	1	9	14	7	14	25	9	10	11	10	2	6	39	10	7	71	57	7	7	0	7	86	30	9	24	17	61	2	2	2	2	7	5
OG1RFRS03410	45	10	11	28	229	43	10	8	7	264	7	57	12	7	36	10	14	36	16	7	2	116	8	8	21	28	0	28	88	79	36	27	28	10	45	0	1	10	14	8	14	28	10	11	12	11	7	28	46	11	8	89	104	8	8	66	8	16	33	10	27	45	82	2	7	7	7	8	39
OG1RFRS03415	21	10	11	31	53	50	10	8	7	0	7	61	12	24	45	10	14	45	17	7	2	21	8	8	22	31	0	33	93	115	45	40	33	10	21	38	1	10	14	8	14	33	10	11	12	11	7	31	53	11	8	52	83	8	8	72	8	17	41	10	40	21	89	73	7	7	7	8	47
OG1RFRS03425	5	13	1	25	39	1	0	2	7	62	7	2	10	5	5	13	12	5	15	7	2	5	2	2	37	25	2	29	62	59	5	23	17	13	5	1	1	9	12	2	12	17	13	1	10	1	7	25	39	1	2	38	1	2	2	49	2	15	30	13	23	5	2	2	7	7	7	2	5
OG1RFRS03430	5	10	11	31	56	1	10	8	7	0	7	66	12	24	44	10	14	44	8	7	2	5	257	8	21	31	0	17	103	97	144	33	17	10	5	0	1	10	14	8	14	17	10	11	12	11	7	31	56	11	8	342	94	8	8	83	8	8	41	37	33	5	99	2	7	7	7	8	133
OG1RFRS03435	42	9	10	26	127	41	9	7	6	0	6	9	2	6	35	9	12	35	7	6	2	42	7	7	18	26	139	15	70	67	35	28	27	9	42	2	1	9	48	7	48	27	9	10	2	10	6	26	127	10	7	40	66	7	7	59	7	7	32	62	28	42	68	2	6	6	6	7	46
OG1RFRS03440	18	14	10	74	47	27	9	7	6	28	6	52	11	6	27	14	13	27	7	6	2	18	7	7	20	74	0	17	28	45	27	30	17	14	18	34	1	14	44	68	44	17	14	10	11	21	6	10	47	10	7	78	27	7	7	59	7	7	38	35	30	18	28	2	6	6	6	7	1
OG1RFRS03445	19	10	11	23	46	5	10	8	7	0	7	50	12	7	38	10	14	38	8	7	2	19	8	8	22	23	0	17	70	87	38	28	17	10	19	131	1	10	14	8	14	17	10	11	12	11	7	23	46	11	8	34	65	8	8	57	8	8	34	32	28	19	68	2	7	7	7	8	86
OG1RFRS03450	5	8	11	6	1	36	8	6	5	17	5	27	30	5	33	8	12	33	14	5	1	5	6	6	18	6	0	1	25	56	33	73	1	8	5	27	1	8	12	6	12	1	8	11	30	11	5	6	1	11	6	14	6	6	6	16	6	14	14	8	25	5	57	1	5	5	0	6	1
OG1RFRS03455	17	8	9	27	8	44	8	6	2	44	2	52	10	2	38	8	90	38	13	2	2	17	6	6	19	27	0	15	75	71	38	28	15	8	17	3	1	8	11	6	11	15	8	9	10	9	2	27	8	9	6	92	27	6	6	63	6	13	34	8	28	17	73	2	2	2	0	6	1
OG1RFRS03460	14	6	4	21	16	12	6	6	2	8	2	6	43	2	21	6	9	21	11	2	2	14	6	6	16	21	4	12	23	52	21	23	32	6	14	26	1	6	9	6	9	32	6	4	8	30	2	21	16	4	6	65	8	6	6	4	6	11	6	6	23	14	54	2	2	2	2	100	1
